"id";"relevance";"date_added";"article_id";"entity_id"
887;0.2;"2017-04-14 11:25:40";7;1491
888;0.8;"2017-04-14 11:25:40";7;285
889;0.0;"2017-04-14 11:25:40";7;452
890;0.2;"2017-04-14 11:25:40";7;1577
891;0.2;"2017-04-14 11:25:40";7;428
892;0.2;"2017-04-14 11:25:40";7;361
893;0.2;"2017-04-14 11:25:40";7;1488
894;0.5;"2017-04-14 11:25:41";7;1548
895;0.8;"2017-04-14 11:25:41";7;1578
896;0.2;"2017-04-14 11:25:41";7;1579
897;0.2;"2017-04-14 11:25:41";7;1580
898;0.2;"2017-04-14 11:25:41";7;1581
899;0.8;"2017-04-14 11:25:41";7;1468
900;0.2;"2017-04-14 11:25:41";7;1582
901;0.2;"2017-04-14 11:25:41";7;639
902;0.2;"2017-04-14 11:25:42";7;266
18707;0.2;"2017-04-14 13:06:23";8;1176
18708;0.2;"2017-04-14 13:06:23";8;7233
18709;0.2;"2017-04-14 13:06:23";8;7234
18710;0.2;"2017-04-14 13:06:24";8;7235
18711;0.2;"2017-04-14 13:06:24";8;7236
18712;0.2;"2017-04-14 13:06:25";8;1560
18713;0.2;"2017-04-14 13:06:25";8;17
18714;0.2;"2017-04-14 13:06:25";8;7237
18715;0.2;"2017-04-14 13:06:25";8;7238
18716;0.2;"2017-04-14 13:06:25";8;7239
18717;0.8;"2017-04-14 13:06:25";8;1575
18718;0.2;"2017-04-14 13:06:25";8;142
18719;0.2;"2017-04-14 13:06:25";8;7240
18720;0.2;"2017-04-14 13:06:25";8;7241
18721;0.2;"2017-04-14 13:06:26";8;7242
18722;0.2;"2017-04-14 13:06:26";8;7243
18723;0.2;"2017-04-14 13:06:26";8;713
18724;0.2;"2017-04-14 13:06:26";8;277
18725;0.2;"2017-04-14 13:06:26";8;7244
18726;0.2;"2017-04-14 13:06:26";8;1580
18727;0.2;"2017-04-14 13:06:26";8;7245
18728;0.2;"2017-04-14 13:06:27";8;7246
18729;0.2;"2017-04-14 13:06:27";8;464
18730;0.2;"2017-04-14 13:06:27";8;7247
18731;0.2;"2017-04-14 13:06:27";8;7248
18732;0.2;"2017-04-14 13:06:27";8;1639
1347;0.2;"2017-04-14 11:27:59";9;607
1348;0.2;"2017-04-14 11:27:59";9;1765
1349;0.2;"2017-04-14 11:27:59";9;1490
1350;0.2;"2017-04-14 11:27:59";9;285
1351;0.2;"2017-04-14 11:27:59";9;708
1352;0.2;"2017-04-14 11:27:59";9;1766
1353;0.2;"2017-04-14 11:27:59";9;480
1354;0.2;"2017-04-14 11:28:00";9;6
1355;0.2;"2017-04-14 11:28:00";9;1767
1356;0.2;"2017-04-14 11:28:00";9;578
1357;0.8;"2017-04-14 11:28:00";9;266
1614;0.2;"2017-04-14 11:29:20";10;1765
1615;0.2;"2017-04-14 11:29:20";10;1713
1616;0.2;"2017-04-14 11:29:20";10;1850
1617;0.2;"2017-04-14 11:29:20";10;1490
1618;0.2;"2017-04-14 11:29:20";10;1491
1619;0.8;"2017-04-14 11:29:21";10;285
1620;0.2;"2017-04-14 11:29:21";10;708
1621;0.2;"2017-04-14 11:29:21";10;1766
1622;0.2;"2017-04-14 11:29:21";10;480
1623;0.2;"2017-04-14 11:29:21";10;1717
1624;0.2;"2017-04-14 11:29:21";10;1767
1625;0.2;"2017-04-14 11:29:21";10;6
1626;0.2;"2017-04-14 11:29:21";10;1714
1627;0.2;"2017-04-14 11:29:21";10;1562
1628;0.2;"2017-04-14 11:29:22";10;578
1629;0.2;"2017-04-14 11:29:22";10;1851
1630;0.8;"2017-04-14 11:29:22";10;266
