"id";"x";"y"
476;-159;-45
479;88;-245
480;36;-334
481;-156;-482
482;-118;-36
483;63;554
484;-159;732
485;286;75
486;501;-474
487;-397;-38
488;-394;-347
489;245;-108
490;-89;291
491;140;-336
492;560;-511
493;664;-415
494;589;-538
495;-194;-36
496;390;-670
497;24;-78
499;203;-45
500;7;-182
501;283;-334
504;-43;-35
505;-84;-108
510;-151;-704
511;-278;-129
512;-510;60
516;524;-797
517;-82;60
518;274;-340
519;271;-619
520;334;-475
523;-99;-749
524;240;-297
526;-205;-380
528;513;-523
529;690;-551
530;228;12
531;16;165
534;-165;1210
535;359;-502
536;-461;-229
537;53;333
541;-198;824
542;-212;829
545;549;88
546;529;394
547;2010;565
549;-80;-200
550;-408;697
552;-14;-249
553;-217;289
554;-329;562
555;-394;485
557;-259;180
558;44;-53
561;872;663
563;-57;244
567;-360;344
569;-232;268
570;43;128
578;58;-203
579;254;-492
585;549;-174
586;274;1399
592;718;-154
594;1205;29
596;9;-244
597;473;-506
599;208;336
601;152;117
602;119;366
603;-283;190
605;-324;478
606;-136;343
607;150;-422
608;-334;-875
611;-357;-105
613;-156;424
615;146;197
616;153;372
617;-436;110
621;243;526
623;-318;129
624;685;-652
625;1314;-292
626;1321;-271
627;1307;-301
628;1302;-289
629;155;-192
630;-536;500
631;144;-202
632;265;-283
633;-1131;137
636;9;-147
637;-45;-72
639;141;-127
645;-45;-107
648;-898;-85
649;-36;-299
651;-390;277
652;-397;658
653;-502;1001
657;-213;1101
658;-174;755
666;-153;825
667;109;-44
669;123;-331
670;-129;252
671;-251;-193
673;64;-316
676;-255;-60
678;414;-298
680;-273;-396
687;-500;348
692;-335;216
693;31;-603
694;249;-288
695;428;292
696;-359;-120
697;440;-488
698;195;-206
699;163;-469
700;271;197
701;-203;-154
702;-39;181
703;-71;100
704;155;-168
705;-131;-235
706;-50;99
708;196;-406
709;-622;7
710;232;-159
712;-221;-21
713;81;-265
714;-269;-195
715;376;134
716;-179;-169
717;-478;278
719;-394;231
720;-468;545
721;30;101
723;-28;26
726;80;446
727;-509;-298
729;-327;180
732;-123;-468
734;51;667
738;-416;36
749;-90;544
751;-817;134
755;-297;563
759;233;58
761;-98;-208
762;211;-791
763;-292;543
764;-453;285
765;-301;-210
766;-124;-522
767;472;-590
769;285;-879
770;256;-862
771;-97;-81
773;-360;-1
774;-376;534
777;130;184
778;274;235
779;137;-351
780;190;65
781;-107;80
782;611;-387
785;-76;678
794;1133;418
807;-235;-90
812;81;-259
818;119;241
820;-113;478
825;-82;-517
826;24;-171
831;-113;1213
835;-186;573
838;-17;-380
841;356;757
842;-2;656
843;-616;476
845;-61;286
847;1998;534
849;88;-485
850;135;209
855;137;-242
858;-504;-464
859;-351;155
860;-150;1206
861;505;-125
867;-352;-391
878;302;1365
879;54;-473
883;-474;954
884;-706;1858
888;-115;-604
889;-603;-806
890;-597;-818
892;3;-97
894;177;-521
895;-376;216
896;-373;498
897;-316;369
898;-605;142
904;-238;-505
905;-4;540
906;-483;-156
908;-191;80
911;-1120;236
912;2009;530
913;-252;345
916;-301;258
917;-282;1066
918;-109;679
922;281;1390
929;-346;662
931;236;-337
932;11;99
942;-457;190
945;-126;-375
954;-172;564
967;-127;675
969;313;650
970;-2;-608
973;-13;-153
974;211;828
994;-14;137
996;-1247;-205
1000;-253;946
1001;-10;-536
1004;373;-259
1006;-678;450
1009;351;-268
1011;309;1382
1012;-286;288
1013;-1131;-995
1014;-1265;-1092
1015;-1257;-1100
1016;-1249;-1096
1017;-1262;-1083
1018;-402;-840
1019;-435;-809
1020;-1249;-1075
1021;-1242;-1085
1022;-1240;-1097
1023;-1259;-1071
1024;-1252;-1086
1025;-1268;-1076
1026;37;-410
1027;148;-151
1028;-51;-579
1029;23;-627
1030;-1;-598
1031;-22;-604
1032;338;127
1033;-30;-586
1034;-11;-605
1035;11;-610
1036;-32;-605
1037;5;-625
1038;-14;-596
1039;-12;-615
1040;27;-616
1041;-42;-591
1042;-6;-621
1043;9;-601
1044;-25;-594
1045;3;-616
1046;-41;-581
1047;1358;506
1048;1889;520
1049;1509;525
1050;1518;526
1051;300;728
1052;871;315
1053;875;303
1054;879;322
1055;881;312
1056;884;298
1057;729;-41
1058;890;313
1059;892;302
1060;24;-231
1061;-1398;469
1062;-1590;569
1063;547;-499
1064;-772;178
1065;-4375;-2467
1066;-4341;-2460
1067;-4409;-2461
1068;-4384;-2500
1069;-4355;-2438
1070;-4379;-2432
1071;-4362;-2499
1072;-4398;-2441
1073;-4404;-2485
1074;-4345;-2485
1075;85;1808
1076;100;464
1077;29;1952
1078;9;1944
1079;22;1928
1080;32;1934
1081;12;1925
1082;36;1945
1083;24;1939
1084;11;1935
1085;42;1958
1086;18;1946
1087;32;1961
1088;19;1956
1089;1274;364
1090;768;1363
1091;48;1925
1092;55;1932
1093;63;1939
1094;43;1934
1095;61;1950
1096;54;1944
1097;45;1945
1098;52;1956
1099;27;1920
1100;37;1923
1101;78;778
1102;66;950
1103;91;951
1104;820;-310
1105;114;939
1106;90;941
1107;-1500;-413
1108;-1637;-448
1109;-1650;-432
1110;-1641;-458
1111;-1647;-446
1112;-1653;-454
1113;-1645;-479
1114;-1661;-448
1115;-1654;-473
1116;-1660;-462
1117;-458;-205
1118;-1639;-470
1119;-1656;-439
1120;-1649;-465
1121;-724;-261
1122;-1631;-461
1123;-1628;-470
1124;-1634;-480
1125;-841;-485
1126;-15;551
1127;-1212;-165
1128;-1632;-439
1129;-1627;-452
1130;-414;67
1131;49;113
1132;-604;152
1133;-605;131
1134;138;-218
1135;-597;136
1136;-597;124
1137;-383;28
1138;377;313
1139;-305;714
1140;-565;187
1141;-596;149
1142;-573;182
1143;509;1520
1144;509;1705
1145;515;1692
1146;505;1696
1147;973;377
1148;1132;395
1149;1133;407
1150;1125;431
1151;1125;421
1152;-457;-291
1153;1124;400
1154;1123;388
1155;693;-2
1156;1122;410
1157;477;844
1158;1116;436
1159;682;421
1160;1115;423
1161;1107;440
1162;1105;418
1163;1106;429
1164;1112;412
1165;146;134
1166;1097;432
1167;1110;403
1168;1115;392
1169;207;319
1170;1100;406
1171;1096;418
1172;1106;393
1173;-174;353
1174;-120;510
1175;-110;502
1176;-594;-537
1177;-129;498
1178;-138;505
1179;-130;509
1180;-118;497
1181;-577;159
1182;-583;167
1183;-589;143
1184;-444;400
1185;-565;171
1186;-488;348
1187;-548;183
1188;-600;162
1189;-559;179
1190;-583;180
1191;-585;153
1192;-555;189
1194;-591;172
1195;-575;172
1196;-1207;409
1197;-1378;528
1198;-1370;518
1199;-1367;529
1200;2004;546
1201;2001;559
1202;2011;540
1203;2017;520
1204;2013;554
1205;2019;530
1206;2020;544
1207;2021;558
1208;2027;533
1209;2028;547
1210;-131;22
1211;2005;521
1212;1995;548
1213;-241;-350
1214;-232;-342
1215;-235;-323
1216;-241;-364
1217;-233;-359
1218;67;259
1219;-238;-374
1220;-237;-337
1221;2236;-1037
1222;2330;-1118
1223;2291;-1148
1224;2323;-1127
1225;2316;-1135
1226;2307;-1142
1227;2295;-1131
1228;2265;-1143
1229;2278;-1148
1230;1856;-147
1231;2293;-1118
1232;2335;-1094
1233;2306;-1113
1234;2303;-1122
1235;2326;-1101
1236;2285;-1127
1237;2323;-1112
1238;2315;-1120
1239;2286;-1139
1240;2334;-1107
1241;2274;-1139
1242;2298;-1140
1243;1035;15
1244;2275;-1129
1245;2315;-1107
1246;2265;-1111
1247;2259;-1120
1248;2274;-1117
1249;2249;-1118
1250;2260;-1135
1251;2266;-1126
1252;2252;-1130
1253;1850;-143
1254;2254;-1107
1255;2311;-1086
1256;2321;-1081
1257;2281;-1083
1258;2307;-1064
1259;2298;-1069
1260;2290;-1077
1261;2319;-1062
1262;2271;-1092
1263;2299;-1082
1264;2308;-1075
1265;2263;-1099
1266;2319;-1072
1267;2282;-1095
1268;2292;-1092
1269;2329;-1072
1270;2274;-1104
1271;2324;-1091
1272;2302;-1093
1273;2295;-1107
1274;2333;-1083
1275;2283;-1116
1276;2315;-1096
1277;102;940
1278;74;942
1279;105;949
1280;81;948
1281;55;953
1282;116;949
1283;68;965
1284;98;956
1285;100;965
1286;73;957
1287;109;959
1288;90;967
1289;79;968
1290;83;959
1291;59;961
1292;-320;-76
1293;-456;177
1294;155;748
1295;3232;-1735
1296;3279;-1773
1297;3277;-1786
1298;3289;-1750
1299;3289;-1766
1300;3290;-1777
1301;3296;-1759
1302;3268;-1779
1303;3279;-1760
1304;-183;-403
1305;-221;-539
1306;-914;-109
1307;-905;-130
1308;-905;-142
1309;-918;-120
1310;-914;-132
1311;-910;-120
1312;-898;-813
1313;-1039;-915
1314;-1052;-907
1315;-1040;-904
1316;-1053;-897
1317;-930;-1089
1318;-1026;-921
1319;-1040;-893
1320;-1030;-909
1321;-1050;-887
1322;-1017;-919
1323;-1022;-905
1324;-1026;-888
1325;-1017;-898
1326;-1012;-910
1327;-1032;-892
1328;882;-1591
1329;932;-1716
1330;923;-1722
1331;-353;-831
1332;911;-1713
1333;910;-1722
1335;930;-1705
1336;920;-1709
1337;-2683;-4048
1338;-2655;-4065
1339;-2712;-4033
1340;81;328
1341;79;-221
1342;43;-764
1343;88;-1021
1344;-902;-907
1345;-885;-1167
1346;-1059;-966
1347;-1048;-969
1348;-1044;-984
1349;-1057;-977
1350;-375;-187
1351;-1053;-986
1352;-1041;-995
1353;-1031;-973
1354;-1033;-964
1355;-1042;-975
1356;-1051;-959
1357;-1043;-956
1358;-1033;-988
1359;-875;-1170
1360;-1027;-997
1361;-1025;-983
1362;-821;-563
1363;-874;-1154
1364;-1017;-992
1365;-883;-1157
1366;-60;-114
1367;-868;-1163
1368;-1017;-979
1369;-680;-1208
1370;-705;-1362
1371;-723;-1351
1372;-715;-1360
1373;-735;-1350
1374;-727;-1359
1375;-703;-1354
1376;-733;-1340
1377;-717;-1345
1378;-697;-1346
1379;-707;-1345
1380;-713;-1336
1381;-725;-1335
1382;475;741
1383;592;887
1384;600;874
1385;595;864
1386;600;851
1387;604;861
1388;325;1249
1389;588;871
1390;590;879
1391;579;884
1392;437;1120
1393;570;897
1394;581;893
1395;557;885
1396;558;895
1397;568;888
1398;1010;245
1399;580;867
1400;564;877
1402;574;877
1403;589;856
1404;593;844
1405;577;860
1406;584;847
1407;390;668
1408;218;721
1409;359;384
1410;566;868
1411;574;853
1412;-134;-256
1413;548;244
1414;702;327
1415;698;320
1416;784;461
1417;520;329
1418;766;475
1419;472;24
1420;783;452
1421;756;480
1422;795;437
1423;774;460
1424;775;470
1425;791;447
1426;-219;448
1427;794;425
1428;780;441
1429;284;132
1430;786;434
1431;763;466
1432;-31;190
1433;762;457
1434;745;480
1435;769;442
1436;751;463
1437;740;473
1438;753;471
1439;1150;-180
1440;1337;-180
1441;1346;-179
1442;-1973;-584
1443;-2109;-622
1444;-2113;-610
1445;-1930;-674
1446;-2099;-618
1447;-2103;-607
1448;-1611;-642
1449;-1755;-710
1450;-1752;-721
1451;-1745;-712
1452;908;-387
1453;-451;-184
1454;-728;-220
1455;-1064;-214
1456;-741;-172
1457;-639;-207
1458;-634;-200
1459;-640;-194
1460;198;-386
1461;146;-432
1462;196;-288
1463;188;-293
1464;172;-304
1465;200;-279
1466;180;-297
1467;196;-266
1468;406;-508
1469;-475;-118
1470;-273;-259
1471;-681;-104
1472;-682;-115
1473;170;-132
1474;-136;-439
1475;-351;-172
1476;-308;-356
1477;169;-601
1478;4;-279
1479;361;-353
1480;327;-529
1482;-358;76
1483;-431;270
1484;-311;465
1485;367;304
1486;512;429
1487;429;-354
1488;404;-450
1489;633;-413
1490;399;-417
1491;459;-471
1492;310;-52
1493;378;-112
1494;31;-131
1495;259;-708
1496;277;-204
1497;149;-238
1498;35;-40
1499;27;-60
1500;155;-183
1501;-134;-556
1502;-233;-712
1503;-297;-617
1504;-80;-747
1505;-237;-704
1506;-98;-651
1507;-93;-728
1508;-48;-171
1509;-108;-648
1510;362;-447
1511;-220;-708
1512;-219;-344
1513;704;-394
1514;722;-480
1515;1103;-108
1517;891;-463
1518;399;-543
1519;198;-258
1520;178;-287
1522;189;-280
1523;203;-271
1524;-335;-411
1525;-259;-579
1526;-386;-726
1527;247;-537
1528;-378;-732
1529;43;312
1530;-60;-675
1531;-528;-291
1532;610;-135
1533;5066;922
1534;-226;-558
1535;-168;-307
1536;-158;-641
1537;-138;-518
1538;100;-870
1539;72;-856
1540;-331;-715
1541;-223;-659
1542;151;-363
1543;-324;-358
1544;-328;-233
1545;292;-281
1546;304;-305
1547;633;-369
1548;285;-208
1549;268;-221
1550;517;-267
1551;-9;-81
1552;510;-272
1553;468;-484
1554;338;-286
1555;379;-235
1556;560;-221
1557;-173;-499
1558;367;-378
1559;391;-590
1560;286;-262
1561;551;-222
1562;266;-311
1563;414;-575
1564;230;-429
1565;331;-434
1566;286;-475
1567;221;-481
1568;275;-321
1569;-122;-71
1570;289;-537
1571;321;-445
1572;233;-309
1573;235;-273
1574;628;-391
1575;205;-251
1576;632;-356
1577;620;-430
1578;634;-384
1579;392;-312
1580;64;-374
1581;627;-377
1582;627;-403
1583;515;-415
1584;-40;-457
1585;251;-479
1586;385;-500
1587;-188;-477
1588;169;-394
1589;536;-313
1590;310;-295
1591;-527;-487
1592;-531;-504
1593;-261;-609
1594;-538;-486
1595;-523;-523
1596;-344;-336
1597;-464;56
1598;-218;-388
1599;-530;-479
1600;-152;-525
1601;-517;-492
1602;-406;-167
1603;197;-685
1604;168;-858
1605;-10;-366
1606;98;-902
1607;130;-860
1608;187;-829
1609;33;-622
1610;-18;-774
1611;42;-625
1612;79;-635
1613;85;-341
1614;184;-408
1615;58;-641
1616;253;-452
1617;478;-259
1618;234;-318
1619;275;-736
1620;-116;-396
1621;-1;-759
1622;5;-757
1623;248;-708
1624;301;-548
1625;-114;-183
1626;-35;-597
1627;-521;-114
1628;-801;-263
1629;-1001;-268
1630;-410;0
1631;-473;-137
1632;-996;-283
1633;-994;-273
1634;-988;-290
1635;-606;187
1636;-991;-255
1637;-985;-278
1638;-990;-264
1639;-416;-336
1640;256;-102
1641;433;-44
1642;434;-58
1644;427;-34
1645;189;293
1646;321;-257
1647;627;-424
1648;619;-384
1649;-421;318
1650;-344;36
1651;-353;-143
1652;-101;-249
1653;-412;320
1654;-363;-48
1655;-5;-590
1656;-43;-398
1657;156;-730
1658;-32;-577
1659;-165;-756
1660;88;-400
1661;179;-799
1662;21;-609
1663;139;-732
1664;186;-37
1665;395;-130
1666;399;-141
1667;791;-373
1668;224;-136
1669;620;-370
1670;-102;-67
1671;563;-619
1672;617;-407
1673;558;-454
1674;177;100
1675;781;-365
1676;620;-396
1677;612;-528
1678;625;-414
1679;629;-346
1680;693;-427
1681;591;-581
1682;783;-378
1683;-327;594
1684;217;546
1685;-302;-1088
1686;-362;-1265
1687;-202;-689
1688;-373;-1258
1689;76;-902
1690;73;-834
1691;-350;-1259
1692;-262;-448
1693;-361;-1256
1694;-371;-1248
1695;-358;-1248
1696;114;62
1697;96;66
1698;88;68
1699;562;-137
1700;69;64
1701;125;56
1702;105;65
1703;79;66
1704;513;-230
1705;726;-223
1706;287;4
1707;243;-899
1708;606;-585
1709;210;-692
1710;429;-638
1711;597;-516
1712;389;-223
1713;448;-838
1714;440;-834
1715;601;-594
1716;595;-556
1717;451;-829
1718;273;-893
1719;263;-898
1720;-300;-397
1721;276;-562
1722;259;-567
1723;306;-781
1724;398;-970
1725;367;-188
1726;378;-974
1727;387;-970
1728;408;-961
1729;-122;65
1730;395;-962
1731;-5;340
1732;416;-955
1733;459;-604
1734;82;-822
1735;253;-998
1736;169;-841
1737;201;-421
1738;79;-1038
1739;68;-1039
1740;-308;-495
1741;69;-1030
1742;295;-48
1743;601;280
1744;343;-385
1745;325;-637
1746;53;-620
1747;-44;-571
1748;16;-620
1749;45;-614
1750;372;-590
1751;60;-625
1752;-73;-259
1753;-143;-562
1754;-137;-573
1755;-48;-667
1756;-39;-673
1757;-264;-316
1758;-183;-455
1759;-148;-621
1760;-216;-746
1761;-224;-736
1762;-181;-447
1763;-147;-606
1764;-226;-729
1765;475;-662
1766;249;-210
1767;605;-562
1768;-15;-586
1769;125;-382
1770;37;-611
1771;112;-687
1772;-107;-324
1773;-44;-284
1774;262;-87
1775;61;-612
1776;421;-413
1777;69;-616
1778;236;-557
1779;-62;-157
1780;-382;-448
1781;141;-231
1782;44;-602
1783;-44;-150
1784;22;-600
1785;315;-539
1786;-83;-24
1787;-92;-676
1788;364;107
1789;16;-592
1790;141;-594
1791;55;-597
1792;-268;175
1793;181;-162
1794;160;149
1795;116;53
1796;303;-31
1797;85;57
1798;141;-265
1799;-233;199
1800;-104;-327
1801;529;143
1802;-156;-417
1803;390;-402
1804;126;162
1805;92;-663
1806;326;-135
1807;322;-122
1808;385;-410
1809;123;-105
1810;313;-120
1811;-145;-51
1812;316;-132
1813;470;-28
1814;297;-321
1815;154;635
1816;161;630
1817;171;635
1818;-75;111
1819;144;632
1820;-202;217
1822;234;225
1823;-237;-186
1824;-322;-401
1825;-332;-241
1826;-617;-357
1827;-312;-97
1828;-630;-350
1829;-626;-360
1830;-436;-195
1831;-129;-164
1832;-616;-347
1833;54;-270
1834;-623;-342
1835;-446;-128
1836;-642;-123
1837;-639;-108
1838;-638;-138
1839;-635;-128
1840;-634;-116
1841;52;-402
1842;-633;-147
1843;303;-68
1844;309;-75
1845;122;-187
1846;-308;-795
1847;-321;-779
1848;-316;-789
1849;-150;-709
1850;633;-801
1851;626;-798
1852;293;-66
1853;-342;-77
1854;-214;-159
1855;-209;-66
1856;-103;190
1857;-167;-106
1858;220;-1061
1859;199;-1066
1861;208;-1064
1862;214;-1056
1863;189;-1063
1864;208;-678
1865;150;-707
1866;-295;-142
1867;152;-815
1868;186;-1053
1869;224;-1050
1870;198;-1055
1871;207;-1050
1872;-65;-466
1873;193;-1046
1874;223;-1042
1875;213;-1040
1876;127;-768
1877;331;-457
1878;114;-794
1879;202;-1041
1880;335;488
1881;109;-269
1882;346;480
1883;-227;346
1884;75;-166
1885;37;171
1886;921;164
1887;8;-101
1888;-69;512
1889;-353;191
1890;351;436
1891;724;-342
1892;905;-366
1893;909;-376
1894;583;-613
1895;783;-531
1896;898;-374
1897;780;-523
1898;899;-386
1899;192;-320
1900;341;-410
1901;-207;-468
1902;140;105
1903;312;-326
1904;-21;-31
1905;301;-568
1906;168;-248
1907;-407;-191
1908;-15;-394
1909;-151;-458
1910;318;-95
1911;162;-258
1912;294;417
1913;234;-45
1914;184;-235
1915;124;-94
1916;174;-240
1917;405;-463
1918;-242;-529
1919;-461;213
1920;174;-223
1921;-54;-194
1922;-115;-8
1923;168;-294
1924;285;-667
1925;163;-305
1926;180;-277
1927;-48;-413
1928;-82;-609
1929;106;-757
1930;344;-194
1931;132;45
1932;95;55
1933;117;35
1934;123;45
1935;60;61
1936;-137;-298
1937;111;44
1938;-62;-776
1939;288;-1014
1940;-85;-989
1941;-477;-268
1942;-100;-969
1943;-109;-980
1944;171;-1001
1945;-83;-974
1946;-96;-985
1947;2026;-172
1948;2161;-171
1950;2140;-179
1951;2143;-161
1952;2147;-171
1954;2149;-187
1955;2154;-161
1956;2155;-179
1957;270;-665
1958;-580;-418
1959;581;-148
1960;-20;-806
1961;19;-773
1962;352;-241
1963;-364;-790
1964;-27;-1010
1965;-36;-1008
1966;-27;-1001
1967;256;-252
1968;412;-270
1969;76;-108
1970;409;-258
1971;237;-24
1972;306;-522
1973;-169;198
1974;178;-382
1975;436;-483
1976;335;-605
1977;68;-106
1978;402;-266
1979;-505;-350
1980;-689;-437
1981;-337;-220
1982;-695;-422
1983;-684;-430
1984;-685;-420
1985;16;-327
1986;365;-613
1987;-372;53
1988;10;-394
1989;23;-390
1990;100;-403
1991;-165;-685
1992;-67;174
1993;421;-943
1994;7;-871
1995;419;-932
1996;411;-948
1997;411;-937
1998;374;-967
1999;398;-954
2000;406;-928
2001;384;-960
2002;402;-945
2003;309;-900
2004;381;-631
2005;399;-936
2006;382;-950
2007;231;-739
2008;365;-965
2009;-49;-983
2010;390;-934
2011;71;-946
2012;372;-957
2013;224;-744
2014;82;-713
2015;372;-545
2016;382;-940
2017;216;-746
2018;-268;-377
2019;542;-773
2020;372;-948
2021;350;-326
2022;65;-394
2023;220;-520
2024;501;-684
2025;102;-351
2026;-81;-671
2027;-280;-687
2028;-127;-831
2029;-138;-796
2030;99;-608
2031;-4;-580
2032;231;-552
2033;127;-372
2034;238;-547
2035;94;-614
2036;27;-591
2037;-338;-269
2038;173;-418
2039;-32;-567
2040;218;-539
2041;65;-600
2042;73;55
2043;135;34
2044;105;53
2045;-171;-468
2046;271;-247
2047;-221;-147
2048;-29;-312
2049;-169;-94
2050;-207;-138
2051;-178;-115
2052;-281;-321
2053;-211;-149
2054;-119;326
2055;-177;-104
2056;-370;-481
2057;-187;-104
2058;-189;-117
2059;-158;-91
2060;-216;-135
2061;-197;-142
2062;126;34
2063;385;-321
2064;131;24
2065;-134;-615
2066;99;43
2067;-485;-692
2068;-372;-813
2069;-628;-827
2070;-624;-838
2071;-634;-835
2072;470;61
2073;648;124
2074;645;113
2075;640;129
2076;636;119
2077;632;133
2078;77;-375
2079;307;-84
2080;-979;-258
2081;-980;-268
2082;-979;-286
2083;-970;-267
2084;-972;-276
2085;-967;-283
2086;90;46
2087;108;33
2088;-38;-121
2089;-179;-696
2090;-63;-791
2091;-140;-650
2092;-298;-801
2093;9;-695
2094;-274;-841
2095;-565;-611
2096;49;-751
2097;-265;-841
2098;-632;-711
2099;-199;-448
2100;-522;-723
2101;-525;-731
2102;-121;-820
2103;-516;-738
2104;-23;-1018
2105;-641;-450
2106;-511;-730
2107;-412;-60
2108;-392;-475
2109;87;-594
2110;-20;-579
2111;108;-664
2112;19;-583
2113;-127;-803
2114;-153;-717
2115;-54;-567
2116;118;-149
2117;-114;-361
2118;253;-899
2119;282;-888
2120;262;-888
2121;119;-681
2122;135;-673
2123;54;-230
2124;-362;-41
2125;89;-280
2126;73;-285
2127;366;-285
2128;-563;-200
2129;82;-678
2130;-300;-265
2131;-559;-215
2132;-549;-213
2133;-555;-204
2134;-555;-227
2135;-546;-234
2136;-674;392
2137;-548;-200
2138;-553;-191
2139;-548;-223
2140;23;415
2141;90;451
2142;617;-420
2143;268;9
2144;624;-362
2145;-106;121
2146;119;501
2147;-46;-451
2148;612;-434
2149;-21;449
2150;328;-423
2151;341;-400
2152;317;-437
2153;338;-423
2154;120;347
2155;321;-430
2156;332;-413
2157;-89;-226
2158;85;-619
2159;30;-581
2160;329;-698
2161;361;201
2162;-119;-631
2163;72;-606
2164;103;-590
2165;6;-589
2166;-102;-410
2167;158;-377
2168;54;-607
2169;107;-599
2170;-2;-297
2171;-58;-61
2172;63;-590
2173;-230;-753
2174;94;-585
2175;7;-580
2176;37;-595
2177;48;-631
2178;-10;-573
2179;86;-605
2180;55;-584
2181;47;-591
2182;-81;-277
2183;679;-455
2184;79;-612
2185;77;-597
2186;-165;-657
2187;128;-679
2188;-745;130
2189;12;-810
2190;610;-398
2191;626;-335
2192;95;-598
2193;73;-588
2194;39;-584
2195;115;-596
2196;-22;-570
2197;-45;93
2198;-125;-292
2199;13;-302
2200;-73;-210
2201;15;-573
2202;250;-890
2203;179;-571
2204;233;-897
2205;294;-876
2206;114;-337
2207;223;-427
2208;608;-419
2209;619;-355
2210;264;-374
2211;-100;-270
2212;-549;59
2213;-552;48
2214;-141;487
2215;-543;68
2216;164;-625
2217;620;-345
2218;99;-505
2219;241;-496
2220;53;-362
2221;188;-137
2222;3;184
2223;-14;187
2224;14;178
2225;-6;182
2226;-25;185
2227;408;-133
2228;600;-83
2229;-88;-202
2230;598;-92
2231;599;-102
2232;589;-98
2234;591;-82
2235;586;-107
2236;-265;720
2237;581;-67
2238;264;-577
2239;597;-194
2240;585;-90
2241;589;-72
2242;17;242
2243;580;-79
2244;-129;-870
2245;-236;-725
2246;-212;-739
2247;-231;-741
2248;-17;-231
2249;-209;-731
2251;-201;-742
2252;-379;-126
2253;301;-626
2254;-200;-731
2255;-248;-872
2256;-536;-362
2257;-316;-454
2258;-435;-459
2259;162;-210
2260;303;-93
2261;297;-78
2262;-31;819
2263;102;446
2264;92;442
2265;-433;779
2266;-57;-20
2267;75;436
2268;106;436
2269;159;-5
2270;202;-804
2271;126;-705
2272;9;-66
2273;-246;-446
2274;209;-799
2275;221;-794
2276;221;129
2277;-134;414
2278;340;258
2279;127;105
2280;340;246
2281;331;261
2282;494;-148
2283;351;237
2284;322;262
2285;-65;-35
2286;348;249
2287;331;250
2288;355;226
2289;414;-352
2290;-20;-664
2291;179;-648
2292;-465;-190
2293;183;-641
2294;-274;-246
2295;193;-444
2296;199;-455
2297;210;-455
2298;197;-476
2299;214;-466
2300;165;-493
2301;207;-475
2302;218;-475
2303;-4;-283
2304;213;-490
2305;169;-506
2306;210;-498
2307;197;-463
2308;198;-492
2309;355;-369
2310;436;-314
2311;642;-280
2312;644;-290
2313;630;-287
2314;630;-278
2315;706;-579
2316;711;-569
2317;29;-188
2318;279;-581
2319;-199;-130
2320;-188;-131
2321;-198;-113
2322;-61;-314
2323;-238;-411
2324;26;-346
2325;-354;-535
2326;-346;-536
2327;-288;-174
2328;216;-314
2329;-293;-443
2330;-617;40
2331;206;-317
2332;-639;-46
2333;-453;-107
2334;-232;-256
2335;-88;247
